TargetName	HUGOSymbol	TargetGroup	AnalyteType	Codeclass	Pooling	CorrelationToNegatives	GlobalOutliers
CHEK2	CHEK2	All Probes;Cell Cycle;Transcriptional Regulation by TP53;DNA Repair	RNA	Endogenous	01	0.778444248096108	0
CHUK	CHUK	All Probes;TCR signaling;Intracellular signaling by second messengers;Interleukin-17 signaling;C-type lectin receptors (CLRs);Fc epsilon receptor (FCERI) signaling;Diseases of signal transduction;Class I MHC mediated antigen processing & presentation;Interleukin-1 family signaling;DDX58/IFIH1-mediated induction of interferon-alpha/beta;Signaling by the B Cell Receptor (BCR);Death Receptor Signalling;Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways;Toll-like Receptor Cascades;TNFR2 non-canonical NF-kB pathway	RNA	Endogenous	01	0.906204198581776	0
CIC	CIC	All Probes	RNA	Endogenous	01	0.754779290764792	0
CLCF1	CLCF1	All Probes;Interleukin-6 family signaling	RNA	Endogenous	01	0.71905792617663	0
CLEC7A	CLEC7A	All Probes;C-type lectin receptors (CLRs)	RNA	Endogenous	01	0.721024711643778	0
CLECL1	CLECL1	All Probes	RNA	Endogenous	01	0.87971683470255	0
CNTFR	CNTFR	All Probes;Interleukin-6 family signaling	RNA	Endogenous	01	0.935721780561634	0
COL11A1	COL11A1	All Probes;Extracellular matrix organization	RNA	Endogenous	01	0.548553203924609	0
COL11A2	COL11A2	All Probes;Extracellular matrix organization	RNA	Endogenous	01	0.942982958006572	0
COL17A1	COL17A1	All Probes;Cell-Cell communication;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell;Extracellular matrix organization	RNA	Endogenous	01	0.90309380009808	0
COL24A1	COL24A1	All Probes;Extracellular matrix organization	RNA	Endogenous	01	0.880290986023673	0
COL2A1	COL2A1	All Probes;Signaling by PDGF;Axon guidance;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell;Extracellular matrix organization	RNA	Endogenous	01	0.912539319984153	0
COL4A5	COL4A5	All Probes;Signaling by PDGF;Axon guidance;Extracellular matrix organization	RNA	Endogenous	01	0.602022245477069	0
COL4A6	COL4A6	All Probes;Extracellular matrix organization	RNA	Endogenous	01	0.927057810098732	0
COL6A6	COL6A6	All Probes;Signaling by PDGF;Axon guidance;Extracellular matrix organization	RNA	Endogenous	01	0.782702452676837	0
COMP	COMP	All Probes;Extracellular matrix organization	RNA	Endogenous	01	0.429690609613225	0
CR1	CR1	All Probes;Neutrophil degranulation;Transcriptional regulation by RUNX1;Complement cascade	RNA	Endogenous	01	0.828565881703244	0
CRABP2	CRABP2	All Probes;Signaling by Nuclear Receptors	RNA	Endogenous	01	0.337667800934005	0
CREB1	CREB1	All Probes;Intracellular signaling by second messengers;Organelle biogenesis and maintenance;Interleukin-17 signaling;Signaling by NOTCH;Signaling by Nuclear Receptors;Diseases of signal transduction;Circadian Clock;Transcriptional regulation of granulopoiesis;Neuronal System;Axon guidance;Signaling by NTRKs;Toll-like Receptor Cascades;GPCR downstream signalling	RNA	Endogenous	01	0.769557687532101	0
CREB3L1	CREB3L1	All Probes;Unfolded Protein Response (UPR)	RNA	Endogenous	01	0.38917275133128	0
CREB3L3	CREB3L3	All Probes;Transport of small molecules;Unfolded Protein Response (UPR)	RNA	Endogenous	01	0.925339040067889	0
CREB3L4	CREB3L4	All Probes;Unfolded Protein Response (UPR)	RNA	Endogenous	01	0.696423538290826	0
CREB5	CREB5	All Probes	RNA	Endogenous	01	0.448725616891192	0
CREBBP	CREBBP	All Probes;Organelle biogenesis and maintenance;Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors;Transcriptional regulation of white adipocyte differentiation;C-type lectin receptors (CLRs);Cellular responses to external stimuli;Signaling by NOTCH;Transcriptional Regulation by TP53;Chromatin modifying enzymes;Signaling by Nuclear Receptors;Post-translational protein modification;Diseases of signal transduction;Signaling by WNT;Metabolism of lipids;Regulation of beta-cell development;Transcriptional regulation by RUNX1;Circadian Clock;DDX58/IFIH1-mediated induction of interferon-alpha/beta;FOXO-mediated transcription	RNA	Endogenous	01	0.666121334635471	0
CRLF2	CRLF2	All Probes;Interleukin-7 signaling	RNA	Endogenous	01	0.901371499401194	0
CRP	CRP	All Probes;Complement cascade	RNA	Endogenous	01	0.921352387630441	0
CSF1	CSF1	All Probes;Interleukin-10 signaling;Other interleukin signaling;Post-translational protein modification	RNA	Endogenous	01	0.817905979667556	0
CSF2RB	CSF2RB	All Probes;FLT3 Signaling;Interleukin-2 family signaling;MAPK family signaling cascades	RNA	Endogenous	01	0.770114840236599	0
CTAGE1	CTAGE1	All Probes	RNA	Endogenous	01	0.925971432999638	0
CTCFL	CTCFL	All Probes	RNA	Endogenous	01	0.873292272617669	0
CTNNB1	CTNNB1	All Probes;Signaling by Rho GTPases;Signaling by VEGF;Cell-Cell communication;Diseases of signal transduction;Signaling by WNT;Peptide hormone metabolism;Programmed Cell Death	RNA	Endogenous	01	0.567319350464012	0
CTSH	CTSH	All Probes;Neutrophil degranulation;MHC class II antigen presentation	RNA	Endogenous	01	0.32062974487143	0
CTSL	CTSL	All Probes;MHC class II antigen presentation;Transcriptional regulation by RUNX1;Class I MHC mediated antigen processing & presentation;Toll-like Receptor Cascades;Extracellular matrix organization	RNA	Endogenous	01	0.536600782096595	0
CTSS	CTSS	All Probes;Neutrophil degranulation;MHC class II antigen presentation;Class I MHC mediated antigen processing & presentation;Toll-like Receptor Cascades;Extracellular matrix organization	RNA	Endogenous	01	0.753102847998691	0
CUL1	CUL1	All Probes;TCR signaling;Cell Cycle;Interleukin-17 signaling;C-type lectin receptors (CLRs);Signaling by NOTCH;Fc epsilon receptor (FCERI) signaling;Post-translational protein modification;Diseases of signal transduction;Signaling by Hedgehog;Signaling by WNT;Transcriptional regulation by RUNX2;Class I MHC mediated antigen processing & presentation;Circadian Clock;Interleukin-1 family signaling;Signaling by the B Cell Receptor (BCR);Transport of small molecules;Toll-like Receptor Cascades;TNFR2 non-canonical NF-kB pathway	RNA	Endogenous	01	0.869370264986966	0
CX3CL1	CX3CL1	All Probes;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	01	0.853001009181628	0
CXCL10	CXCL10	All Probes;Interleukin-10 signaling;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	01	0.5867899491903	0
CXCL11	CXCL11	All Probes;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	01	0.920273595607013	0
CXCL12	CXCL12	All Probes;Signaling by ERBB4;Signaling by Nuclear Receptors;Axon guidance;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	01	0.864085366742506	0
CXCL16	CXCL16	All Probes;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	01	0.567384558989116	0
CXCL6	CXCL6	All Probes;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	01	0.894749752214661	0
CXCL8	CXCL8	All Probes;Interleukin-10 signaling;Cellular responses to external stimuli;Interleukin-4 and Interleukin-13 signaling;GPCR ligand binding;GPCR downstream signalling;Unfolded Protein Response (UPR)	RNA	Endogenous	01	0.669350302884453	0
CXCR3	CXCR3	All Probes;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	01	0.858975367509912	0
CXorf36	CXorf36	All Probes	RNA	Endogenous	01	0.840338026070356	0
CXXC4	CXXC4	All Probes	RNA	Endogenous	01	0.698799195040746	0
CYBB	CYBB	All Probes;Signaling by Rho GTPases;Signaling by VEGF;Neutrophil degranulation;Cellular responses to external stimuli;Class I MHC mediated antigen processing & presentation	RNA	Endogenous	01	0.527741425965506	0
CYFIP2	CYFIP2	All Probes;Signaling by Rho GTPases;Signaling by VEGF	RNA	Endogenous	01	0.681928311994147	0
CYLD	CYLD	All Probes;Post-translational protein modification;DDX58/IFIH1-mediated induction of interferon-alpha/beta;Death Receptor Signalling;Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	RNA	Endogenous	01	0.821852543201819	0
DAXX	DAXX	All Probes;Transcriptional Regulation by TP53;Post-translational protein modification	RNA	Endogenous	01	0.787489930558474	0
DDB2	DDB2	All Probes;Transcriptional Regulation by TP53;DNA Repair;Post-translational protein modification	RNA	Endogenous	01	0.712451076114545	0
DDIT3	DDIT3	All Probes;FOXO-mediated transcription;Unfolded Protein Response (UPR)	RNA	Endogenous	01	0.593610710193347	0
DDIT4	DDIT4	All Probes;Transcriptional Regulation by TP53	RNA	Endogenous	01	0.611223712644617	0
DDX43	DDX43	All Probes	RNA	Endogenous	01	0.872359201217723	0
DDX58	DDX58	All Probes;Post-translational protein modification;Interferon Signaling;DDX58/IFIH1-mediated induction of interferon-alpha/beta	RNA	Endogenous	01	0.794723647185494	0
DEFB1	DEFB1	All Probes;Antimicrobial peptides	RNA	Endogenous	01	0.863906400969215	0
DEFB134	DEFB134	All Probes;Antimicrobial peptides	RNA	Endogenous	01	0.912188373280621	0
DEPTOR	DEPTOR	All Probes	RNA	Endogenous	01	0.677137811303679	0
DKK2	DKK2	All Probes;Diseases of signal transduction;Signaling by WNT	RNA	Endogenous	01	0.928001908345734	0
DKK4	DKK4	All Probes;Diseases of signal transduction;Signaling by WNT	RNA	Endogenous	01	0.920900772451673	0
DLL3	DLL3	All Probes	RNA	Endogenous	01	0.920525138873057	0
DMBT1	DMBT1	All Probes	RNA	Endogenous	01	0.102415370928993	0
DNMT1	DNMT1	All Probes;Post-translational protein modification;Epigenetic regulation of gene expression	RNA	Endogenous	01	0.797288116226994	0
DNMT3A	DNMT3A	All Probes;Chromatin modifying enzymes;Post-translational protein modification;Epigenetic regulation of gene expression	RNA	Endogenous	01	0.750381146410923	0
DOCK9	DOCK9	All Probes;Factors involved in megakaryocyte development and platelet production	RNA	Endogenous	01	0.560370117291149	0
DTX1	DTX1	All Probes;Signaling by NOTCH	RNA	Endogenous	01	0.876839565448637	0
DTX3	DTX3	All Probes	RNA	Endogenous	01	0.573373836778149	0
DTX3L	DTX3L	All Probes;Class I MHC mediated antigen processing & presentation	RNA	Endogenous	01	0.642614612514516	0
DTX4	DTX4	All Probes;Signaling by NOTCH	RNA	Endogenous	01	0.474335522477378	0
DUSP1	DUSP1	All Probes;FLT3 Signaling;MAPK family signaling cascades	RNA	Endogenous	01	0.593331033731101	0
DUSP10	DUSP10	All Probes;FLT3 Signaling;MAPK family signaling cascades	RNA	Endogenous	01	0.803957173115388	0
DUSP4	DUSP4	All Probes;FLT3 Signaling;Interleukin-17 signaling;MAPK family signaling cascades;Signaling by NTRKs;Toll-like Receptor Cascades	RNA	Endogenous	01	0.798033390548986	0
DUSP5	DUSP5	All Probes;FLT3 Signaling;MAPK family signaling cascades	RNA	Endogenous	01	0.856192499767522	0
DUSP6	DUSP6	All Probes;FLT3 Signaling;Interleukin-17 signaling;MAPK family signaling cascades;Signaling by NTRKs;Toll-like Receptor Cascades	RNA	Endogenous	01	0.326617539211986	0
DUSP8	DUSP8	All Probes;FLT3 Signaling;MAPK family signaling cascades	RNA	Endogenous	01	0.704184963540619	0
E2F1	E2F1	All Probes;Cell Cycle;Cellular responses to external stimuli;Signaling by NOTCH;Transcriptional Regulation by TP53;Transcriptional regulation of granulopoiesis;Programmed Cell Death	RNA	Endogenous	01	0.794846544464749	0
E2F3	E2F3	All Probes;Cell Cycle;Cellular responses to external stimuli;Signaling by NOTCH	RNA	Endogenous	01	0.893875416990401	0
E2F5	E2F5	All Probes;Cell Cycle;Signaling by TGF-beta family members	RNA	Endogenous	01	0.861377453521967	0
EBI3	EBI3	All Probes;Interleukin-12 family signaling	RNA	Endogenous	01	0.803490016815188	0
ECSIT	ECSIT	All Probes;The citric acid (TCA) cycle and respiratory electron transport;Toll-like Receptor Cascades	RNA	Endogenous	01	0.689813699282157	0
EDN1	EDN1	All Probes;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	01	0.786436948531483	0
EFNA1	EFNA1	All Probes;Axon guidance	RNA	Endogenous	01	0.228756757041374	0
EFNA2	EFNA2	All Probes;Axon guidance	RNA	Endogenous	01	0.924860220658762	0
EFNA3	EFNA3	All Probes;Axon guidance	RNA	Endogenous	01	0.830374422712456	0
EFNA5	EFNA5	All Probes;Axon guidance	RNA	Endogenous	01	0.905680174270355	0
EGFR	EGFR	All Probes;Signaling by ERBB4;FLT3 Signaling;Intracellular signaling by second messengers;Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors;Signaling by NOTCH;Signaling by Nuclear Receptors;Diseases of signal transduction;MAPK family signaling cascades;Signaling by EGFR;Signaling by PTK6;Vesicle-mediated transport;Axon guidance;GPCR downstream signalling	RNA	Endogenous	01	0.191207920203029	0
EGR2	EGR2	All Probes;Transcriptional regulation of white adipocyte differentiation	RNA	Endogenous	01	0.843548558520436	0
EIF2AK2	EIF2AK2	All Probes;Interferon Signaling	RNA	Endogenous	01	0.733629670935058	0
EIF5AL1	EIF5AL1	All Probes	RNA	Endogenous	01	0.920335700411412	0
ELK1	ELK1	All Probes;Interleukin-17 signaling;Signaling by Nuclear Receptors;Signaling by NTRKs;Toll-like Receptor Cascades	RNA	Endogenous	01	0.882679395545677	0
ELOB	ELOB	All Probes;RNA Polymerase II Pre-transcription Events;Cellular responses to external stimuli;Transcriptional Regulation by TP53;Post-translational protein modification;Class I MHC mediated antigen processing & presentation;Axon guidance	RNA	Endogenous	01	0.69679247340049	0
ENO1	ENO1	All Probes;Metabolism of carbohydrates	RNA	Endogenous	01	0.574879449040042	0
ENTPD1	ENTPD1	All Probes;Metabolism of nucleotides	RNA	Endogenous	01	0.804888560451058	0
EPCAM	EPCAM	All Probes;Cell surface interactions at the vascular wall	RNA	Endogenous	01	0.240409955451031	0
EPHA2	EPHA2	All Probes;Axon guidance	RNA	Endogenous	01	0.405218189755054	0
EPM2AIP1	EPM2AIP1	All Probes	RNA	Endogenous	01	0.895820848766147	0
EPO	EPO	All Probes;Cellular responses to external stimuli;Signaling by Erythropoietin	RNA	Endogenous	01	0.918163037251611	0
EPOR	EPOR	All Probes;Signaling by Erythropoietin	RNA	Endogenous	01	0.736793958265028	0
ERBB2	ERBB2	All Probes;FLT3 Signaling;Intracellular signaling by second messengers;Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors;Diseases of signal transduction;MAPK family signaling cascades;Signaling by PTK6;Axon guidance	RNA	Endogenous	01	0.404523380579738	0
ERCC2	ERCC2	All Probes;RNA Polymerase II Pre-transcription Events;Transcriptional Regulation by TP53;DNA Repair;Epigenetic regulation of gene expression;Metabolism of RNA	RNA	Endogenous	01	0.649456688407695	0
ERCC6	ERCC6	All Probes;DNA Repair;Epigenetic regulation of gene expression	RNA	Endogenous	01	0.832358386265616	0
ERO1A	ERO1A	All Probes;Cellular responses to external stimuli;Peptide hormone metabolism	RNA	Endogenous	01	0.567868345151859	0
ESR1	ESR1	All Probes;Signaling by ERBB4;Intracellular signaling by second messengers;Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors;Signaling by Nuclear Receptors;Post-translational protein modification;Diseases of signal transduction;Transcriptional regulation by RUNX1;Transcriptional regulation by RUNX2	RNA	Endogenous	01	0.860959164326697	0
ETS2	ETS2	All Probes;Cellular responses to external stimuli	RNA	Endogenous	01	0.33659329159611	0
ETV4	ETV4	All Probes;MAPK family signaling cascades	RNA	Endogenous	01	0.261594765757987	0
ETV7	ETV7	All Probes	RNA	Endogenous	01	0.825274559772555	0
EWSR1	EWSR1	All Probes	RNA	Endogenous	01	0.600660873552191	0
EXO1	EXO1	All Probes;Cell Cycle;Transcriptional Regulation by TP53;DNA Repair	RNA	Endogenous	01	0.902518608164427	0
EYA1	EYA1	All Probes;DNA Repair	RNA	Endogenous	01	0.879532728905654	0
EZH2	EZH2	All Probes;Intracellular signaling by second messengers;Cellular responses to external stimuli;Chromatin modifying enzymes;Epigenetic regulation of gene expression	RNA	Endogenous	01	0.889004246882784	0
F12	F12	All Probes	RNA	Endogenous	01	0.921483127627951	0
F2RL1	F2RL1	All Probes;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	01	0.633470807765101	0
FADD	FADD	All Probes;DDX58/IFIH1-mediated induction of interferon-alpha/beta;Death Receptor Signalling;Programmed Cell Death;Toll-like Receptor Cascades	RNA	Endogenous	01	0.739021735920488	0
FAM124B	FAM124B	All Probes	RNA	Endogenous	01	0.930037135131995	0
FAM30A	FAM30A	All Probes	RNA	Endogenous	01	0.785664464389873	0
FANCA	FANCA	All Probes;DNA Repair	RNA	Endogenous	01	0.79435566858627	0
FANCB	FANCB	All Probes;DNA Repair	RNA	Endogenous	01	0.924202296421086	0
FANCC	FANCC	All Probes;Transcriptional Regulation by TP53;DNA Repair	RNA	Endogenous	01	0.928383720412576	0
FANCE	FANCE	All Probes;DNA Repair	RNA	Endogenous	01	0.870603263795757	0
FANCF	FANCF	All Probes;DNA Repair	RNA	Endogenous	01	0.83666303705591	0
FANCG	FANCG	All Probes;DNA Repair	RNA	Endogenous	01	0.894604939752241	0
FANCL	FANCL	All Probes;DNA Repair	RNA	Endogenous	01	0.688280550555333	0
FAS	FAS	All Probes;Transcriptional Regulation by TP53;Death Receptor Signalling;Programmed Cell Death	RNA	Endogenous	01	0.901189346836337	0
FBP1	FBP1	All Probes;Metabolism of carbohydrates	RNA	Endogenous	01	0.399002724046514	0
FBXW7	FBXW7	All Probes;Signaling by NOTCH;Post-translational protein modification;Diseases of signal transduction;Transcriptional regulation by RUNX2;Class I MHC mediated antigen processing & presentation;Chaperonin-mediated protein folding	RNA	Endogenous	01	0.877807733483153	0
FCAR	FCAR	All Probes;Neutrophil degranulation	RNA	Endogenous	01	0.882149644801612	0.333333333333333
FCER1G	FCER1G	All Probes;Neutrophil degranulation;C-type lectin receptors (CLRs);Fc epsilon receptor (FCERI) signaling;Cell surface interactions at the vascular wall;Platelet activation, signaling and aggregation	RNA	Endogenous	01	0.57342483174686	0
FCGR2A	FCGR2A	All Probes;Neutrophil degranulation	RNA	Endogenous	01	0.767960268998816	0
FCGR2B	FCGR2B	All Probes;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	01	0.859301544051886	0
FCGRT	FCGRT	All Probes	RNA	Endogenous	01	0.635084564395412	0
FEN1	FEN1	All Probes;Cell Cycle;DNA Repair	RNA	Endogenous	01	0.802251462726587	0
FGF1	FGF1	All Probes;FLT3 Signaling;Intracellular signaling by second messengers;Diseases of signal transduction;MAPK family signaling cascades;Signaling by FGFR	RNA	Endogenous	01	0.923396744937779	0
